StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C93        c          61.0       52.0       3.0        257.0      497.0      10.0       
C94        c          57.0       48.0       23.0       659.0      899.0      10.0       
C95        c          56.0       37.0       6.0        469.0      709.0      10.0       
C96        c          55.0       54.0       26.0       217.0      457.0      10.0       
C97        c          4.0        18.0       35.0       661.0      901.0      10.0       
C98        c          26.0       52.0       9.0        158.0      398.0      10.0       
C99        c          26.0       35.0       15.0       21.0       261.0      10.0       
C100       c          31.0       67.0       3.0        408.0      648.0      10.0       

Q Vehicle fuel tank capacity /229.26/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.13/
v average Velocity /1.0/
