StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C93        c          61.0       52.0       3.0        317.0      437.0      10.0       
C94        c          57.0       48.0       23.0       719.0      839.0      10.0       
C95        c          56.0       37.0       6.0        529.0      649.0      10.0       
C96        c          55.0       54.0       26.0       277.0      397.0      10.0       
C97        c          4.0        18.0       35.0       781.0      901.0      10.0       
C98        c          26.0       52.0       9.0        218.0      338.0      10.0       
C99        c          26.0       35.0       15.0       21.0       141.0      10.0       
C100       c          31.0       67.0       3.0        468.0      588.0      10.0       

Q Vehicle fuel tank capacity /211.04/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.14/
v average Velocity /1.0/
