StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C30        c          20.0       55.0       10.0       2625.0     3009.0     90.0       
C31        c          10.0       35.0       20.0       2169.0     2511.0     90.0       
C32        c          10.0       40.0       30.0       2121.0     2933.0     90.0       
C33        c          8.0        40.0       40.0       1806.0     3064.0     90.0       
C34        c          8.0        45.0       20.0       1630.0     1918.0     90.0       
C35        c          5.0        35.0       10.0       1791.0     2699.0     90.0       
C36        c          5.0        45.0       10.0       1444.0     2290.0     90.0       
C37        c          2.0        40.0       20.0       2001.0     2297.0     90.0       
C38        c          0.0        40.0       30.0       1740.0     2374.0     90.0       
C39        c          0.0        45.0       20.0       1576.0     2348.0     90.0       
C40        c          36.0       18.0       10.0       797.0      1299.0     90.0       
C41        c          35.0       32.0       10.0       19.0       626.0      90.0       
C42        c          33.0       32.0       20.0       127.0      457.0      90.0       
C43        c          33.0       35.0       10.0       17.0       625.0      90.0       
C44        c          32.0       20.0       10.0       613.0      1295.0     90.0       
C45        c          30.0       30.0       10.0       545.0      979.0      90.0       
C46        c          34.0       25.0       30.0       491.0      1225.0     90.0       
C47        c          30.0       35.0       10.0       148.0      626.0      90.0       
C48        c          36.0       40.0       10.0       11.0       543.0      90.0       
C49        c          48.0       20.0       10.0       1701.0     2377.0     90.0       
C50        c          26.0       32.0       10.0       387.0      763.0      90.0       
C51        c          25.0       30.0       10.0       269.0      1065.0     90.0       
C52        c          25.0       35.0       10.0       177.0      787.0      90.0       
C53        c          44.0       5.0        20.0       1228.0     2274.0     90.0       
C54        c          42.0       10.0       40.0       1580.0     2112.0     90.0       
C55        c          42.0       15.0       10.0       1665.0     2217.0     90.0       
C56        c          40.0       5.0        30.0       1359.0     1955.0     90.0       
C57        c          38.0       15.0       40.0       762.0      1800.0     90.0       
C58        c          38.0       5.0        30.0       1198.0     1932.0     90.0       
C59        c          38.0       10.0       10.0       1103.0     1649.0     90.0       
C60        c          35.0       5.0        20.0       1214.0     1730.0     90.0       
C61        c          50.0       30.0       10.0       1746.0     3092.0     90.0       
C62        c          50.0       35.0       20.0       2399.0     3001.0     90.0       
C63        c          50.0       40.0       50.0       1542.0     2438.0     90.0       
C64        c          48.0       30.0       10.0       1992.0     2662.0     90.0       
C65        c          44.0       25.0       10.0       1654.0     2618.0     90.0       
C66        c          47.0       35.0       10.0       2473.0     3113.0     90.0       
C67        c          47.0       40.0       10.0       1562.0     2604.0     90.0       
C68        c          42.0       30.0       10.0       1831.0     2631.0     90.0       
C69        c          45.0       35.0       10.0       2407.0     3284.0     90.0       
C70        c          95.0       30.0       30.0       902.0      1328.0     90.0       
C71        c          95.0       35.0       20.0       682.0      1358.0     90.0       
C72        c          53.0       30.0       10.0       2352.0     2672.0     90.0       
C73        c          92.0       30.0       10.0       691.0      1725.0     90.0       
C74        c          53.0       35.0       50.0       2249.0     2965.0     90.0       
C75        c          45.0       65.0       20.0       730.0      1788.0     90.0       
C76        c          90.0       35.0       10.0       565.0      1285.0     90.0       
C77        c          72.0       45.0       10.0       1301.0     2087.0     90.0       
C78        c          78.0       40.0       20.0       1223.0     1969.0     90.0       
C79        c          87.0       30.0       10.0       1090.0     1714.0     90.0       
C80        c          85.0       25.0       10.0       1110.0     1504.0     90.0       
C81        c          85.0       35.0       30.0       1157.0     1837.0     90.0       
C82        c          75.0       55.0       20.0       141.0      1035.0     90.0       
C83        c          72.0       55.0       10.0       165.0      825.0      90.0       
C84        c          70.0       58.0       20.0       96.0       706.0      90.0       
C85        c          86.0       46.0       30.0       330.0      1316.0     90.0       
C86        c          66.0       55.0       10.0       27.0       872.0      90.0       
C87        c          64.0       46.0       20.0       1503.0     2081.0     90.0       
C88        c          65.0       60.0       30.0       27.0       607.0      90.0       
C89        c          56.0       64.0       10.0       22.0       638.0      90.0       
C90        c          60.0       55.0       10.0       21.0       719.0      90.0       
C91        c          60.0       60.0       10.0       23.0       1391.0     90.0       
C92        c          67.0       85.0       20.0       368.0      998.0      90.0       
C93        c          42.0       58.0       40.0       980.0      1918.0     90.0       
C94        c          65.0       82.0       10.0       353.0      825.0      90.0       
C95        c          62.0       80.0       30.0       262.0      730.0      90.0       
C96        c          62.0       40.0       10.0       1476.0     2300.0     90.0       
C97        c          60.0       85.0       30.0       443.0      1117.0     90.0       
C98        c          58.0       75.0       20.0       31.0       838.0      90.0       
C99        c          55.0       80.0       10.0       653.0      1287.0     90.0       
C100       c          55.0       85.0       20.0       656.0      1094.0     90.0       

Q Vehicle fuel tank capacity /117.66/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.29/
v average Velocity /1.0/
