StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C93        c          61.0       52.0       3.0        350.0      404.0      10.0       
C94        c          57.0       48.0       23.0       690.0      868.0      10.0       
C95        c          56.0       37.0       6.0        392.0      786.0      10.0       
C96        c          55.0       54.0       26.0       319.0      355.0      10.0       
C97        c          4.0        18.0       35.0       830.0      854.0      10.0       
C98        c          26.0       52.0       9.0        175.0      381.0      10.0       
C99        c          26.0       35.0       15.0       21.0       129.0      10.0       
C100       c          31.0       67.0       3.0        528.0      528.0      10.0       

Q Vehicle fuel tank capacity /194.58/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.15/
v average Velocity /1.0/
